datetime_utc,site_no,qual_cd,discharge_cms
2021-09-18 16:15:00+00:00,03431100,A,7.646
2021-09-18 16:20:00+00:00,03431100,A,8.042
2021-09-18 16:25:00+00:00,03431100,A,8.042
2021-09-18 16:30:00+00:00,03431100,A,7.957
2021-09-18 16:35:00+00:00,03431100,A,7.447
2021-09-18 16:40:00+00:00,03431100,A,6.626
2021-09-18 16:45:00+00:00,03431100,A,5.72
2021-09-18 16:50:00+00:00,03431100,A,4.644
2021-09-18 16:55:00+00:00,03431100,A,3.879
2021-09-18 17:00:00+00:00,03431100,A,3.256
2021-09-18 17:05:00+00:00,03431100,A,2.86
2021-09-18 17:10:00+00:00,03431100,A,2.566
2021-09-18 17:15:00+00:00,03431100,A,2.302
2021-09-18 17:20:00+00:00,03431100,A,2.056
2021-09-18 17:25:00+00:00,03431100,A,1.863
2021-09-18 17:30:00+00:00,03431100,A,1.662
2021-09-18 17:35:00+00:00,03431100,A,1.546
2021-09-18 17:40:00+00:00,03431100,A,1.436
2021-09-20 13:00:00+00:00,03431100,A,1.512
2021-09-20 13:05:00+00:00,03431100,A,2.716
2021-09-20 13:10:00+00:00,03431100,A,3.511
2021-09-20 13:15:00+00:00,03431100,A,3.653
2021-09-20 13:20:00+00:00,03431100,A,3.653
2021-09-20 13:25:00+00:00,03431100,A,3.341
2021-09-20 13:30:00+00:00,03431100,A,3.058
2021-09-20 13:35:00+00:00,03431100,A,2.69
2021-09-20 13:40:00+00:00,03431100,A,2.52
2021-09-20 13:45:00+00:00,03431100,A,2.243
2021-09-20 13:50:00+00:00,03431100,A,2.044
2021-09-20 13:55:00+00:00,03431100,A,1.897
2021-09-20 14:00:00+00:00,03431100,A,1.818
2021-09-20 14:05:00+00:00,03431100,A,1.679
2021-09-20 14:10:00+00:00,03431100,A,1.64
2021-09-20 14:15:00+00:00,03431100,A,1.566
2021-09-20 14:20:00+00:00,03431100,A,1.512
2021-09-20 14:25:00+00:00,03431100,A,1.458
2021-09-20 14:30:00+00:00,03431100,A,1.388
2021-09-20 14:35:00+00:00,03431100,A,1.371
2021-09-20 14:40:00+00:00,03431100,A,1.371
2021-09-20 14:55:00+00:00,03431100,A,1.422
2021-09-20 15:00:00+00:00,03431100,A,1.586
2021-09-20 15:05:00+00:00,03431100,A,2.022
2021-09-20 15:10:00+00:00,03431100,A,2.591
2021-09-20 15:15:00+00:00,03431100,A,2.973
2021-09-20 15:20:00+00:00,03431100,A,3.143
2021-09-20 15:25:00+00:00,03431100,A,3.143
2021-09-20 15:30:00+00:00,03431100,A,3.002
2021-09-20 15:35:00+00:00,03431100,A,2.741
2021-09-20 15:40:00+00:00,03431100,A,2.424
2021-09-20 15:45:00+00:00,03431100,A,2.243
2021-09-20 15:50:00+00:00,03431100,A,2.064
2021-09-20 15:55:00+00:00,03431100,A,1.917
2021-09-20 16:00:00+00:00,03431100,A,1.756
2021-09-20 16:05:00+00:00,03431100,A,1.659
2021-09-20 16:10:00+00:00,03431100,A,1.583
2021-09-20 16:15:00+00:00,03431100,A,1.475
2021-09-20 16:20:00+00:00,03431100,A,1.422
2021-09-20 16:25:00+00:00,03431100,A,1.368
2021-09-20 19:00:00+00:00,03431100,A,1.368
2021-09-20 19:05:00+00:00,03431100,A,1.472
2021-09-20 19:10:00+00:00,03431100,A,1.509
2021-09-20 19:15:00+00:00,03431100,A,1.509
2021-09-20 19:20:00+00:00,03431100,A,1.492
2021-09-20 19:25:00+00:00,03431100,A,1.438
2021-09-20 19:30:00+00:00,03431100,A,1.402
2021-09-20 19:35:00+00:00,03431100,A,1.368
2021-09-22 03:35:00+00:00,03431100,A,1.747
2021-09-22 03:40:00+00:00,03431100,A,1.991
2021-09-22 03:45:00+00:00,03431100,A,1.846
2021-09-22 03:50:00+00:00,03431100,A,1.708
2021-09-22 03:55:00+00:00,03431100,A,1.557
2021-09-22 04:00:00+00:00,03431100,A,1.43
2021-12-06 12:30:00+00:00,03431100,A,1.614
2021-12-06 12:35:00+00:00,03431100,A,1.79
2021-12-06 12:40:00+00:00,03431100,A,1.671
2021-12-06 12:45:00+00:00,03431100,A,1.467
2021-12-06 12:50:00+00:00,03431100,A,1.416
2022-01-01 23:55:00+00:00,03431100,A,1.396
2022-01-02 00:00:00+00:00,03431100,A,1.362
2022-01-09 14:55:00+00:00,03431100,A,1.504
2022-01-09 15:00:00+00:00,03431100,A,1.73
2022-01-09 15:05:00+00:00,03431100,A,1.691
2022-01-09 15:10:00+00:00,03431100,A,1.671
2022-01-09 15:15:00+00:00,03431100,A,1.614
2022-01-09 15:20:00+00:00,03431100,A,1.634
2022-01-09 15:25:00+00:00,03431100,A,1.671
2022-01-09 15:30:00+00:00,03431100,A,1.654
2022-01-09 15:35:00+00:00,03431100,A,1.73
2022-01-09 15:40:00+00:00,03431100,A,1.889
2022-01-09 15:45:00+00:00,03431100,A,2.013
2022-01-09 15:50:00+00:00,03431100,A,2.166
2022-01-09 15:55:00+00:00,03431100,A,2.277
2022-01-09 16:00:00+00:00,03431100,A,2.299
2022-01-09 16:05:00+00:00,03431100,A,2.325
2022-01-09 16:10:00+00:00,03431100,A,2.189
2022-01-09 16:15:00+00:00,03431100,A,2.254
2022-01-09 16:20:00+00:00,03431100,A,2.441
2022-01-09 16:25:00+00:00,03431100,A,2.512
2022-01-09 16:30:00+00:00,03431100,A,2.101
2022-01-09 16:35:00+00:00,03431100,A,2.078
2022-01-09 16:40:00+00:00,03431100,A,2.036
2022-01-09 16:45:00+00:00,03431100,A,2.078
2022-01-09 16:50:00+00:00,03431100,A,2.166
2022-01-09 16:55:00+00:00,03431100,A,2.254
2022-01-09 17:00:00+00:00,03431100,A,2.325
2022-01-09 17:05:00+00:00,03431100,A,2.37
2022-01-09 17:10:00+00:00,03431100,A,2.325
2022-01-09 17:15:00+00:00,03431100,A,2.254
2022-01-09 17:20:00+00:00,03431100,A,2.212
2022-01-09 17:25:00+00:00,03431100,A,2.101
2022-01-09 17:30:00+00:00,03431100,A,1.994
2022-01-09 17:35:00+00:00,03431100,A,1.889
2022-01-09 17:40:00+00:00,03431100,A,1.809
2022-01-09 17:45:00+00:00,03431100,A,1.691
2022-01-09 17:50:00+00:00,03431100,A,1.634
2022-01-09 17:55:00+00:00,03431100,A,1.557
2022-01-09 18:00:00+00:00,03431100,A,1.487
2022-01-09 18:05:00+00:00,03431100,A,1.416
2022-02-03 19:45:00+00:00,03431100,A,1.467
2022-02-03 19:50:00+00:00,03431100,A,1.614
2022-02-03 19:55:00+00:00,03431100,A,1.849
2022-02-03 20:00:00+00:00,03431100,A,2.078
2022-02-03 20:05:00+00:00,03431100,A,2.486
2022-02-03 20:10:00+00:00,03431100,A,2.806
2022-02-03 20:15:00+00:00,03431100,A,3.285
2022-02-03 20:20:00+00:00,03431100,A,3.54
2022-02-03 20:25:00+00:00,03431100,A,3.908
2022-02-03 20:30:00+00:00,03431100,A,3.964
2022-02-03 20:35:00+00:00,03431100,A,4.502
2022-02-03 20:40:00+00:00,03431100,A,4.559
2022-02-03 20:45:00+00:00,03431100,A,4.531
2022-02-03 20:50:00+00:00,03431100,A,4.276
2022-02-03 20:55:00+00:00,03431100,A,3.936
2022-02-03 21:00:00+00:00,03431100,A,3.54
2022-02-03 21:05:00+00:00,03431100,A,3.143
2022-02-03 21:10:00+00:00,03431100,A,2.755
2022-02-03 21:15:00+00:00,03431100,A,2.393
2022-02-03 21:20:00+00:00,03431100,A,2.121
2022-02-03 21:25:00+00:00,03431100,A,1.931
2022-02-03 21:30:00+00:00,03431100,A,1.79
2022-02-03 21:35:00+00:00,03431100,A,1.671
2022-02-03 21:40:00+00:00,03431100,A,1.557
2022-02-03 21:45:00+00:00,03431100,A,1.487
2022-02-03 21:50:00+00:00,03431100,A,1.433
2022-02-03 21:55:00+00:00,03431100,A,1.416
2022-02-03 22:00:00+00:00,03431100,A,1.362
2022-02-17 22:35:00+00:00,03431100,A,1.73
2022-02-17 22:40:00+00:00,03431100,A,3.794
2022-02-17 22:45:00+00:00,03431100,A,5.663
2022-02-17 22:50:00+00:00,03431100,A,6.485
2022-02-17 22:55:00+00:00,03431100,A,7.079
2022-02-17 23:00:00+00:00,03431100,A,7.164
2022-02-17 23:05:00+00:00,03431100,A,6.909
2022-02-17 23:10:00+00:00,03431100,A,6.23
2022-02-17 23:15:00+00:00,03431100,A,5.493
2022-02-17 23:20:00+00:00,03431100,A,4.701
2022-02-17 23:25:00+00:00,03431100,A,3.738
2022-02-17 23:30:00+00:00,03431100,A,3.03
2022-02-17 23:35:00+00:00,03431100,A,2.534
2022-02-17 23:40:00+00:00,03431100,A,2.189
2022-02-17 23:45:00+00:00,03431100,A,1.931
2022-02-17 23:50:00+00:00,03431100,A,1.73
2022-02-17 23:55:00+00:00,03431100,A,1.577
2022-02-18 00:00:00+00:00,03431100,A,1.45
2022-02-18 00:05:00+00:00,03431100,A,1.362
2022-02-22 17:00:00+00:00,03431100,A,1.557
2022-02-22 17:05:00+00:00,03431100,A,2.656
2022-02-22 17:10:00+00:00,03431100,A,2.806
2022-02-22 17:15:00+00:00,03431100,A,2.582
2022-02-22 17:20:00+00:00,03431100,A,2.231
2022-02-22 17:25:00+00:00,03431100,A,2.059
2022-02-22 17:30:00+00:00,03431100,A,1.829
2022-02-22 17:35:00+00:00,03431100,A,1.654
2022-02-22 17:40:00+00:00,03431100,A,1.504
2022-02-22 17:45:00+00:00,03431100,A,1.433
2022-02-22 17:50:00+00:00,03431100,A,1.379
2022-02-22 18:00:00+00:00,03431100,A,1.362
2022-02-22 21:15:00+00:00,03431100,A,1.379
2022-02-22 21:20:00+00:00,03431100,A,1.362
2022-02-23 00:20:00+00:00,03431100,A,1.396
2022-02-23 00:25:00+00:00,03431100,A,1.467
2022-02-23 00:30:00+00:00,03431100,A,1.487
2022-02-23 00:35:00+00:00,03431100,A,1.487
2022-02-23 00:40:00+00:00,03431100,A,1.467
2022-02-23 00:45:00+00:00,03431100,A,1.467
2022-02-23 00:50:00+00:00,03431100,A,1.433
2022-02-23 00:55:00+00:00,03431100,A,1.433
2022-02-23 01:00:00+00:00,03431100,A,1.45
2022-02-23 01:05:00+00:00,03431100,A,1.467
2022-02-23 01:10:00+00:00,03431100,A,1.504
2022-02-23 01:15:00+00:00,03431100,A,1.54
2022-02-23 01:20:00+00:00,03431100,A,1.557
2022-02-23 01:25:00+00:00,03431100,A,1.577
2022-02-23 01:30:00+00:00,03431100,A,1.577
2022-02-23 01:35:00+00:00,03431100,A,1.557
2022-02-23 01:40:00+00:00,03431100,A,1.54
2022-02-23 01:45:00+00:00,03431100,A,1.54
2022-02-23 01:50:00+00:00,03431100,A,1.504
2022-02-23 01:55:00+00:00,03431100,A,1.467
2022-02-23 02:00:00+00:00,03431100,A,1.467
2022-02-23 02:05:00+00:00,03431100,A,1.467
2022-02-23 02:10:00+00:00,03431100,A,1.433
2022-02-23 02:15:00+00:00,03431100,A,1.416
2022-02-23 02:20:00+00:00,03431100,A,1.396
2022-02-23 02:25:00+00:00,03431100,A,1.362
2022-02-24 10:25:00+00:00,03431100,A,1.416
2022-02-24 10:30:00+00:00,03431100,A,1.433
2022-02-24 10:35:00+00:00,03431100,A,1.396
2022-02-24 10:40:00+00:00,03431100,A,1.379
2022-02-24 11:25:00+00:00,03431100,A,1.379
2022-02-24 11:30:00+00:00,03431100,A,1.45
2022-02-24 11:35:00+00:00,03431100,A,1.467
2022-02-24 11:40:00+00:00,03431100,A,1.45
2022-02-24 11:45:00+00:00,03431100,A,1.467
2022-02-24 11:50:00+00:00,03431100,A,1.45
2022-02-24 11:55:00+00:00,03431100,A,1.396
2022-02-24 12:00:00+00:00,03431100,A,1.396
2022-02-24 12:05:00+00:00,03431100,A,1.379
2022-02-24 12:15:00+00:00,03431100,A,1.362
2022-02-24 12:20:00+00:00,03431100,A,1.379
2022-02-24 12:25:00+00:00,03431100,A,1.433
2022-02-24 12:30:00+00:00,03431100,A,1.577
2022-02-24 12:35:00+00:00,03431100,A,1.849
2022-02-24 12:40:00+00:00,03431100,A,2.299
2022-02-24 12:45:00+00:00,03431100,A,2.781
2022-02-24 12:50:00+00:00,03431100,A,2.917
2022-02-24 12:55:00+00:00,03431100,A,2.888
2022-02-24 13:00:00+00:00,03431100,A,2.832
2022-02-24 13:05:00+00:00,03431100,A,2.707
2022-02-24 13:10:00+00:00,03431100,A,2.534
2022-02-24 13:15:00+00:00,03431100,A,2.393
2022-02-24 13:20:00+00:00,03431100,A,2.277
2022-02-24 13:25:00+00:00,03431100,A,2.144
2022-02-24 13:30:00+00:00,03431100,A,2.078
2022-02-24 13:35:00+00:00,03431100,A,1.994
2022-02-24 13:40:00+00:00,03431100,A,1.951
2022-02-24 13:45:00+00:00,03431100,A,1.869
2022-02-24 13:50:00+00:00,03431100,A,1.809
2022-02-24 13:55:00+00:00,03431100,A,1.75
2022-02-24 14:00:00+00:00,03431100,A,1.691
2022-02-24 14:05:00+00:00,03431100,A,1.654
2022-02-24 14:10:00+00:00,03431100,A,1.634
2022-02-24 14:15:00+00:00,03431100,A,1.577
2022-02-24 14:20:00+00:00,03431100,A,1.557
2022-02-24 14:25:00+00:00,03431100,A,1.54
2022-02-24 14:30:00+00:00,03431100,A,1.504
2022-02-24 14:35:00+00:00,03431100,A,1.487
2022-02-24 14:40:00+00:00,03431100,A,1.433
2022-02-24 14:45:00+00:00,03431100,A,1.416
2022-02-24 14:50:00+00:00,03431100,A,1.362
2022-02-24 16:50:00+00:00,03431100,A,1.379
2022-02-24 16:55:00+00:00,03431100,A,1.487
2022-02-24 17:00:00+00:00,03431100,A,1.691
2022-02-24 17:05:00+00:00,03431100,A,1.994
2022-02-24 17:10:00+00:00,03431100,A,2.464
2022-02-24 17:15:00+00:00,03431100,A,2.917
2022-02-24 17:20:00+00:00,03431100,A,3.2
2022-02-24 17:25:00+00:00,03431100,A,3.313
2022-02-24 17:30:00+00:00,03431100,A,3.285
2022-02-24 17:35:00+00:00,03431100,A,3.115
2022-02-24 17:40:00+00:00,03431100,A,2.973
2022-02-24 17:45:00+00:00,03431100,A,2.781
2022-02-24 17:50:00+00:00,03431100,A,2.631
2022-02-24 17:55:00+00:00,03431100,A,2.464
2022-02-24 18:00:00+00:00,03431100,A,2.277
2022-02-24 18:05:00+00:00,03431100,A,2.121
2022-02-24 18:10:00+00:00,03431100,A,2.059
2022-02-24 18:15:00+00:00,03431100,A,1.974
2022-02-24 18:20:00+00:00,03431100,A,1.889
2022-02-24 18:25:00+00:00,03431100,A,1.849
2022-02-24 18:30:00+00:00,03431100,A,1.809
2022-02-24 18:35:00+00:00,03431100,A,1.77
2022-02-24 18:40:00+00:00,03431100,A,1.71
2022-02-24 18:45:00+00:00,03431100,A,1.671
2022-02-24 18:50:00+00:00,03431100,A,1.654
2022-02-24 18:55:00+00:00,03431100,A,1.597
2022-02-24 19:00:00+00:00,03431100,A,1.557
2022-02-24 19:05:00+00:00,03431100,A,1.521
2022-02-24 19:10:00+00:00,03431100,A,1.504
2022-02-24 19:15:00+00:00,03431100,A,1.45
2022-02-24 19:20:00+00:00,03431100,A,1.416
2022-02-24 19:25:00+00:00,03431100,A,1.396
2022-02-24 19:30:00+00:00,03431100,A,1.379
2022-03-23 03:30:00+00:00,03431100,A,1.467
2022-03-23 03:35:00+00:00,03431100,A,1.54
2022-03-23 03:40:00+00:00,03431100,A,1.504
2022-03-23 03:45:00+00:00,03431100,A,1.467
2022-03-23 03:50:00+00:00,03431100,A,1.379
2022-03-23 04:30:00+00:00,03431100,A,1.396
2022-03-23 04:35:00+00:00,03431100,A,1.467
2022-03-23 04:40:00+00:00,03431100,A,1.521
2022-03-23 04:45:00+00:00,03431100,A,1.504
2022-03-23 04:50:00+00:00,03431100,A,1.487
2022-03-23 04:55:00+00:00,03431100,A,1.416
2022-03-23 05:00:00+00:00,03431100,A,1.379
2022-04-12 12:40:00+00:00,03431100,A,1.521
2022-04-12 12:45:00+00:00,03431100,A,2.013
2022-04-12 12:50:00+00:00,03431100,A,2.486
2022-04-12 12:55:00+00:00,03431100,A,2.806
2022-04-12 13:00:00+00:00,03431100,A,3.115
2022-04-12 13:05:00+00:00,03431100,A,3.71
2022-04-12 13:10:00+00:00,03431100,A,4.417
2022-04-12 13:15:00+00:00,03431100,A,5.097
2022-04-12 13:20:00+00:00,03431100,A,6.06
2022-04-12 13:25:00+00:00,03431100,A,5.805
2022-04-12 13:30:00+00:00,03431100,A,5.578
2022-04-12 13:35:00+00:00,03431100,A,5.352
2022-04-12 13:40:00+00:00,03431100,A,5.012
2022-04-12 13:45:00+00:00,03431100,A,4.389
2022-04-12 13:50:00+00:00,03431100,A,3.908
2022-04-12 13:55:00+00:00,03431100,A,3.483
2022-04-12 14:00:00+00:00,03431100,A,3.143
2022-04-12 14:05:00+00:00,03431100,A,3.002
2022-04-12 14:10:00+00:00,03431100,A,2.945
2022-04-12 14:15:00+00:00,03431100,A,2.888
2022-04-12 14:20:00+00:00,03431100,A,3.087
2022-04-12 14:25:00+00:00,03431100,A,3.228
2022-04-12 14:30:00+00:00,03431100,A,3.171
2022-04-12 14:35:00+00:00,03431100,A,2.917
2022-04-12 14:40:00+00:00,03431100,A,2.707
2022-04-12 14:45:00+00:00,03431100,A,2.486
2022-04-12 14:50:00+00:00,03431100,A,2.299
2022-04-12 14:55:00+00:00,03431100,A,2.121
2022-04-12 15:00:00+00:00,03431100,A,1.951
2022-04-12 15:05:00+00:00,03431100,A,1.809
2022-04-12 15:10:00+00:00,03431100,A,1.654
2022-04-12 15:15:00+00:00,03431100,A,1.54
2022-04-12 15:20:00+00:00,03431100,A,1.504
2022-04-12 15:25:00+00:00,03431100,A,1.467
2022-04-12 15:30:00+00:00,03431100,A,1.45
2022-04-12 15:35:00+00:00,03431100,A,1.45
2022-04-12 15:40:00+00:00,03431100,A,1.416
2022-04-12 15:45:00+00:00,03431100,A,1.379
2022-04-14 01:15:00+00:00,03431100,A,1.416
2022-04-14 01:20:00+00:00,03431100,A,2.512
2022-04-14 01:25:00+00:00,03431100,A,2.656
2022-04-14 01:30:00+00:00,03431100,A,2.347
2022-04-14 01:35:00+00:00,03431100,A,2.189
2022-04-14 01:40:00+00:00,03431100,A,2.059
2022-04-14 01:45:00+00:00,03431100,A,1.889
2022-04-14 01:50:00+00:00,03431100,A,1.77
2022-04-14 01:55:00+00:00,03431100,A,1.634
2022-04-14 02:00:00+00:00,03431100,A,1.54
2022-04-14 02:05:00+00:00,03431100,A,1.467
2022-04-14 02:10:00+00:00,03431100,A,1.416
2022-04-14 02:15:00+00:00,03431100,A,1.396
2022-04-14 02:20:00+00:00,03431100,A,1.396
2022-04-14 02:25:00+00:00,03431100,A,1.45
2022-04-14 02:30:00+00:00,03431100,A,1.504
2022-04-14 02:35:00+00:00,03431100,A,1.521
2022-04-14 02:40:00+00:00,03431100,A,1.577
2022-04-14 02:45:00+00:00,03431100,A,1.634
2022-04-14 02:50:00+00:00,03431100,A,1.654
2022-04-14 02:55:00+00:00,03431100,A,1.75
2022-04-14 03:00:00+00:00,03431100,A,1.849
2022-04-14 03:05:00+00:00,03431100,A,1.869
2022-04-14 03:10:00+00:00,03431100,A,1.931
2022-04-14 03:15:00+00:00,03431100,A,1.951
2022-04-14 03:20:00+00:00,03431100,A,1.911
2022-04-14 03:25:00+00:00,03431100,A,1.809
2022-04-14 03:30:00+00:00,03431100,A,1.671
2022-04-14 03:35:00+00:00,03431100,A,1.597
2022-04-14 03:40:00+00:00,03431100,A,1.504
2022-04-14 03:45:00+00:00,03431100,A,1.433
2022-04-18 09:15:00+00:00,03431100,A,1.362
2022-04-18 09:20:00+00:00,03431100,A,1.521
2022-04-18 09:25:00+00:00,03431100,A,1.54
2022-04-18 09:30:00+00:00,03431100,A,1.614
2022-04-18 09:35:00+00:00,03431100,A,1.577
2022-04-18 09:40:00+00:00,03431100,A,1.504
2022-04-18 09:45:00+00:00,03431100,A,1.416
2023-01-03 15:45:00+00:00,03431100,A,1.487
2023-01-03 16:00:00+00:00,03431100,A,2.277
2023-01-03 16:15:00+00:00,03431100,A,2.464
2023-01-03 16:30:00+00:00,03431100,A,2.036
2023-01-03 16:45:00+00:00,03431100,A,1.54
2023-01-03 17:00:00+00:00,03431100,A,1.433
2023-02-16 08:45:00+00:00,03431100,A,2.37
2023-02-16 09:00:00+00:00,03431100,A,3.2
2023-02-16 09:15:00+00:00,03431100,A,3.115
2023-02-16 09:30:00+00:00,03431100,A,2.534
2023-02-16 09:45:00+00:00,03431100,A,1.829
2023-03-03 09:45:00+00:00,03431100,A,1.671
2023-03-03 10:00:00+00:00,03431100,A,1.614
2023-04-06 11:45:00+00:00,03431100,A,1.487
2023-04-06 12:00:00+00:00,03431100,A,1.504
2023-04-06 12:15:00+00:00,03431100,A,1.487
2023-04-06 12:30:00+00:00,03431100,A,1.45
2023-05-08 00:30:00+00:00,03431100,A,1.77
2023-05-08 00:45:00+00:00,03431100,A,1.467
2023-05-08 01:45:00+00:00,03431100,A,1.77
2023-05-08 02:00:00+00:00,03431100,A,2.534
2023-05-08 02:15:00+00:00,03431100,A,2.059
2023-05-08 02:30:00+00:00,03431100,A,1.521
2023-05-08 04:45:00+00:00,03431100,A,1.577
2023-05-08 05:00:00+00:00,03431100,A,1.75
2023-05-08 05:15:00+00:00,03431100,A,1.467
