peak_time_utc,peak_flow_cms,peak_probability,site_no
2023-09-25 13:40:00,724.0,0.9984987762362835,01203600
2023-09-29 13:55:00,2950.0,0.9838194368237498,01203600
2023-10-07 18:00:00,670.0,0.9836076900988622,01203600
2023-12-11 04:00:00,528.0,0.997885831935567,01203600
2023-12-18 06:45:00,2250.0,0.9889338086112326,01203600
2023-12-28 07:30:00,1500.0,0.9988685223324132,01203600
2024-01-10 02:15:00,3220.0,0.9739734292257141,01203600
2024-01-13 06:00:00,761.0,0.9935475986262009,01203600
2024-03-06 23:45:00,969.0,0.9938597805289837,01203600
2024-03-10 01:15:00,717.0,0.9934833640892871,01203600
2024-03-23 18:15:00,1150.0,0.9888695898055935,01203600
2024-04-12 05:45:00,499.0,0.9429810649961559,01203600
2024-06-30 15:15:00,1160.0,0.9938646690912388,01203600
2024-07-05 22:45:00,2740.0,0.9939961193171369,01203600
2024-08-18 17:15:00,6420.0,0.9790860683131143,01203600
