peak_time_utc,peak_flow_cms,peak_probability,site_no
2023-09-25 17:45:00,727.0,0.9981339020050793,01202501
2023-09-29 21:30:00,2120.0,0.9985643383545739,01202501
2023-12-11 12:15:00,560.0,0.9972211031570198,01202501
2023-12-18 16:15:00,2300.0,0.9935905260588398,01202501
2023-12-28 11:45:00,429.0,0.5291518343689638,01202501
2024-01-10 06:15:00,1810.0,0.9937020247886271,01202501
2024-01-13 11:45:00,641.0,0.9922661405855986,01202501
2024-03-07 10:30:00,873.0,0.9982913162620887,01202501
2024-03-10 06:30:00,569.0,0.9973774208513113,01202501
2024-03-23 21:45:00,1070.0,0.9986362189768455,01202501
2024-04-12 19:00:00,662.0,0.9971964739519044,01202501
