peak_time_utc,peak_flow_cms,peak_probability,site_no
2023-09-30 05:00:00,2380.0,0.9788042003134375,01201487
2023-12-19 00:45:00,2720.0,0.973783587576175,01201487
2023-12-28 17:00:00,1150.0,0.9979229845606971,01201487
2024-01-10 13:15:00,2960.0,0.9884562859579542,01201487
2024-01-13 19:45:00,1010.0,0.9949998285260244,01201487
2024-01-29 04:00:00,829.0,0.6243301902311077,01201487
2024-03-07 11:15:00,1110.0,0.9960635621318965,01201487
2024-03-10 13:00:00,1140.0,0.9960838725500555,01201487
2024-03-24 04:00:00,1400.0,0.9981423728230004,01201487
2024-04-04 10:30:00,874.0,0.7613091900115342,01201487
2024-04-12 19:15:00,955.0,0.9968272265140964,01201487
2024-08-19 02:45:00,2480.0,0.9985033377632133,01201487
