peak_time_utc,peak_flow_cms,peak_probability,site_no
2023-09-29 20:30:00,1510.0,0.9983525895031061,01203510
2023-12-11 05:00:00,482.0,0.9974238547594286,01203510
2023-12-18 09:30:00,1580.0,0.9937787111364237,01203510
2023-12-28 08:15:00,1010.0,0.9987369921916506,01203510
2024-01-10 03:45:00,2010.0,0.9937062969643748,01203510
2024-01-13 07:30:00,667.0,0.9985017452313255,01203510
2024-01-28 11:30:00,384.0,0.6912052682395695,01203510
2024-03-07 01:45:00,653.0,0.9984561321645786,01203510
2024-03-10 03:00:00,682.0,0.9985290955238938,01203510
2024-03-23 19:00:00,1100.0,0.9987564825356273,01203510
2024-04-03 20:45:00,419.0,0.9178312310282365,01203510
2024-04-12 07:15:00,581.0,0.9982094370243244,01203510
2024-08-18 13:15:00,1410.0,0.973385518758378,01203510
