peak_time_utc,peak_flow_cms,peak_probability,site_no
2023-09-29 15:15:00,3610.0,0.9788733676438761,01203805
2023-10-07 18:15:00,809.0,0.9887826291223868,01203805
2023-12-18 09:00:00,2340.0,0.9886730159721522,01203805
2023-12-28 07:30:00,1530.0,0.9938502262032766,01203805
2024-01-10 02:45:00,3770.0,0.9787894566562774,01203805
2024-01-13 07:45:00,791.0,0.9980889713054104,01203805
2024-03-07 00:30:00,1200.0,0.9888091391190867,01203805
2024-03-10 03:00:00,1080.0,0.9937340086590448,01203805
2024-03-23 18:15:00,1560.0,0.9888852623356599,01203805
2024-04-12 07:45:00,987.0,0.993745548402348,01203805
2024-06-30 15:45:00,1720.0,0.988950672473849,01203805
2024-07-05 23:15:00,2120.0,0.9938956373395591,01203805
2024-08-18 16:30:00,4120.0,0.9789878719648344,01203805
